ApName,Super Build／SS7,,,,,,,,,,,,,,
Version,1. 1. 1.14,,,,,,,,,,,,,,
工事名,佐川急便株式会社九州航空営業所新築工事,,,,,,,,,,,,,,
略称,倉庫棟,,,,,,,,,,,,,,
結果名,結果1,,,,,,,,,,,,,,
出力日時,2020/9/1 17:02,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎フーチング材料,,,,,,,,,,,,,,,
材料,Fc,長期許容応力度,,,短期許容応力度,,,,,,,,,,
,または,圧縮,引張,せん断,圧縮,引張,せん断,付着(fb),,,,,,,
,F値,,,,,,,上端筋,その他,,,,,,
,,,,,,,,,,,,,,,
,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,N/mm2,,,,,,
<data>,,,,,,,,,,,,,,,
Fc24(普通),24,8,,0.73,16,,1.1,1.2,1.5,<RE>,,,,,
SD295A(D13),295,195,195,195,295,295,295,,,<RE>,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=独立基礎断面リスト,,,,,,,,,,,,,,,
符号,コンクリート,,,,配筋,,,,,,設計支持力,,,,
,Lx×Ly,せい,Df,材料,X方向,,,Y方向,,,支持力度,,,,
,,,,,本数-径,材料,dt,本数-径,材料,dt,長期,短期,,,
,mm,mm,mm,,,,mm,,,mm,kN/m2,kN/m2,,,
,,,,y,0,6.1,0,,,,,,6.1,,<RE>
1SL,8,B,F6,x,0,-0.7,0,,,1000,,,-0.7,考慮しない,
,,,,y,0,15.6,0,,,,,,15.6,,<RE>
1SL,9,B,F4,x,0,7,0,,,1000,,,7,考慮しない,
,,,,y,0,5.1,0,,,,,,5.1,,<RE>
1SL,7,C,F4,x,0,8.2,0,,,1000,,,8.2,考慮しない,
,,,,y,0,-12.9,0,,,,,,-12.9,,<RE>
1SL,8,C,F6,x,0,-2,0,,,1000,,,-2,考慮しない,
,,,,y,0,-32,0,,,,,,-32,,<RE>
1SL,9,C,F4,x,0,6.7,0,,,1000,,,6.7,考慮しない,
,,,,y,0,-12.9,0,,,,,,-12.9,,<RE>
1SL,7,D,F4,x,0,10.5,0,,,1000,,,10.5,考慮しない,
,,,,y,0,2.1,0,,,,,,2.1,,<RE>
1SL,8,D,F6,x,0,-3.2,0,,,1000,,,-3.2,考慮しない,
,,,,y,0,16.5,0,,,,,,16.5,,<RE>
1SL,9,D,F4,x,0,6.7,0,,,1000,,,6.7,考慮しない,
,,,,y,0,-0.7,0,,,,,,-0.7,,<RE>
1SL,7,E,F4,x,0,4.1,0,,,1000,,,4.1,考慮しない,
,,,,y,0,-18.8,0,,,,,,-18.8,,<RE>
1SL,8,E,F6,x,0,-2.1,0,,,1000,,,-2.1,考慮しない,
,,,,y,0,-6.5,0,,,,,,-6.5,,<RE>
1SL,9,E,F4,x,0,5.7,0,,,1000,,,5.7,考慮しない,
,,,,y,0,3,0,,,,,,3,,<RE>
1SL,1,F,F3,x,0,-25,0,,,1000,,,-25,考慮しない,
,,,,y,0,-10.3,0,,,,,,-10.3,,<RE>
1SL,2,F,F4,x,0,1.2,0,,,1000,,,1.2,考慮しない,
,,,,y,0,-4.7,0,,,,,,-4.7,,<RE>
1SL,3,F,F3,x,0,-0.4,0,,,1000,,,-0.4,考慮しない,
,,,,y,0,4.1,0,,,,,,4.1,,<RE>
1SL,4,F,F3,x,0,1.9,0,,,1000,,,1.9,考慮しない,
,,,,y,0,4.2,0,,,,,,4.2,,<RE>
1SL,5,F,F4,x,0,-19.9,0,,,1000,,,-19.9,考慮しない,
,,,,y,0,7.6,0,,,,,,7.6,,<RE>
1SL,6,F,F6,x,0,34.3,0,,,1000,,,34.3,考慮しない,
,,,,y,0,11,0,,,,,,11,,<RE>
1SL,1,G,F4,x,0,-30.5,0,,,1000,,,-30.5,考慮しない,
,,,,y,0,-14.5,0,,,,,,-14.5,,<RE>
1SL,2,G,F6,x,0,5.2,0,,,1000,,,5.2,考慮しない,
,,,,y,0,-17.5,0,,,,,,-17.5,,<RE>
1SL,3,G,F4,x,0,-4.1,0,,,1000,,,-4.1,考慮しない,
,,,,y,0,-12.1,0,,,,,,-12.1,,<RE>
1SL,4,G,F4,x,0,5.4,0,,,1000,,,5.4,考慮しない,
,,,,y,0,-11.6,0,,,,,,-11.6,,<RE>
1SL,5,G,F6,x,0,-26.7,0,,,1000,,,-26.7,考慮しない,
,,,,y,0,-11.4,0,,,,,,-11.4,,<RE>
1SL,6,G,F6,x,0,8.5,0,,,1000,,,8.5,考慮しない,
,,,,y,0,-11.7,0,,,,,,-11.7,,<RE>
1SL,7,G,F6,x,0,22.2,0,,,1000,,,22.2,考慮しない,
,,,,y,0,7.1,0,,,,,,7.1,,<RE>
1SL,8,G,F6,x,0,-4.1,0,,,1000,,,-4.1,考慮しない,
,,,,y,0,1.5,0,,,,,,1.5,,<RE>
1SL,9,G,F3,x,0,4.8,0,,,1000,,,4.8,考慮しない,
,,,,y,0,-1.3,0,,,,,,-1.3,,<RE>
1SL,1,H,F3,x,0,-31.2,0,,,1000,,,-31.2,考慮しない,
,,,,y,0,28.1,0,,,,,,28.1,,<RE>
1SL,2,H,F4,x,0,1.1,0,,,1000,,,1.1,考慮しない,
,,,,y,0,30.8,0,,,,,,30.8,,<RE>
1SL,3,H,F3,x,0,-1.1,0,,,1000,,,-1.1,考慮しない,
,,,,y,0,14.7,0,,,,,,14.7,,<RE>
1SL,4,H,F3,x,0,1,0,,,1000,,,1,考慮しない,
,,,,y,0,14.6,0,,,,,,14.6,,<RE>
1SL,5,H,F4,x,0,-17.3,0,,,1000,,,-17.3,考慮しない,
,,,,y,0,16.9,0,,,,,,16.9,,<RE>
1SL,6,H,F4,x,0,-3.4,0,,,1000,,,-3.4,考慮しない,
,,,,y,0,17.8,0,,,,,,17.8,,<RE>
1SL,7,H,F3,x,0,23.9,0,,,1000,,,23.9,考慮しない,
,,,,y,0,19,0,,,,,,19,,<RE>
1SL,8,H,F3,x,0,-5.7,0,,,1000,,,-5.7,考慮しない,
,,,,y,0,24.1,0,,,,,,24.1,,<RE>
1SL,9,H,F2,x,0,5.6,0,,,1000,,,5.6,考慮しない,
,,,,y,0,18.3,0,,,,,,18.3,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L+S,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,2.9,0,,,1000,,,2.9,考慮しない,
,,,,y,0,-27.4,0,,,,,,-27.4,,<RE>
1SL,8,A,F3,x,0,0.4,0,,,1000,,,0.4,考慮しない,
,,,,y,0,-40.2,0,,,,,,-40.2,,<RE>
1SL,9,A,F2,x,0,5.1,0,,,1000,,,5.1,考慮しない,
,,,,y,0,-24.9,0,,,,,,-24.9,,<RE>
1SL,7,B,F4,x,0,6.6,0,,,1000,,,6.6,考慮しない,
,,,,y,0,6.2,0,,,,,,6.2,,<RE>
1SL,8,B,F6,x,0,-1,0,,,1000,,,-1,考慮しない,
,,,,y,0,15.9,0,,,,,,15.9,,<RE>
1SL,9,B,F4,x,0,7.2,0,,,1000,,,7.2,考慮しない,
,,,,y,0,5.2,0,,,,,,5.2,,<RE>
1SL,7,C,F4,x,0,9.3,0,,,1000,,,9.3,考慮しない,
,,,,y,0,-13.4,0,,,,,,-13.4,,<RE>
1SL,8,C,F6,x,0,-2.3,0,,,1000,,,-2.3,考慮しない,
,,,,y,0,-32.7,0,,,,,,-32.7,,<RE>
1SL,9,C,F4,x,0,6.9,0,,,1000,,,6.9,考慮しない,
,,,,y,0,-13.3,0,,,,,,-13.3,,<RE>
1SL,7,D,F4,x,0,11.7,0,,,1000,,,11.7,考慮しない,
,,,,y,0,2.1,0,,,,,,2.1,,<RE>
1SL,8,D,F6,x,0,-3.6,0,,,1000,,,-3.6,考慮しない,
,,,,y,0,16.4,0,,,,,,16.4,,<RE>
1SL,9,D,F4,x,0,6.9,0,,,1000,,,6.9,考慮しない,
,,,,y,0,-0.8,0,,,,,,-0.8,,<RE>
1SL,7,E,F4,x,0,4.8,0,,,1000,,,4.8,考慮しない,
,,,,y,0,-19.6,0,,,,,,-19.6,,<RE>
1SL,8,E,F6,x,0,-2.4,0,,,1000,,,-2.4,考慮しない,
,,,,y,0,-6.5,0,,,,,,-6.5,,<RE>
1SL,9,E,F4,x,0,5.8,0,,,1000,,,5.8,考慮しない,
,,,,y,0,3,0,,,,,,3,,<RE>
1SL,1,F,F3,x,0,-25.6,0,,,1000,,,-25.6,考慮しない,
,,,,y,0,-10.3,0,,,,,,-10.3,,<RE>
1SL,2,F,F4,x,0,1,0,,,1000,,,1,考慮しない,
,,,,y,0,-4.1,0,,,,,,-4.1,,<RE>
1SL,3,F,F3,x,0,-0.5,0,,,1000,,,-0.5,考慮しない,
,,,,y,0,4.9,0,,,,,,4.9,,<RE>
1SL,4,F,F3,x,0,1.9,0,,,1000,,,1.9,考慮しない,
,,,,y,0,4.9,0,,,,,,4.9,,<RE>
1SL,5,F,F4,x,0,-20.7,0,,,1000,,,-20.7,考慮しない,
,,,,y,0,8.6,0,,,,,,8.6,,<RE>
1SL,6,F,F6,x,0,35.5,0,,,1000,,,35.5,考慮しない,
,,,,y,0,12.3,0,,,,,,12.3,,<RE>
1SL,1,G,F4,x,0,-31.4,0,,,1000,,,-31.4,考慮しない,
,,,,y,0,-15.2,0,,,,,,-15.2,,<RE>
1SL,2,G,F6,x,0,4.9,0,,,1000,,,4.9,考慮しない,
,,,,y,0,-18.4,0,,,,,,-18.4,,<RE>
1SL,3,G,F4,x,0,-4.1,0,,,1000,,,-4.1,考慮しない,
,,,,y,0,-12.8,0,,,,,,-12.8,,<RE>
1SL,4,G,F4,x,0,5.3,0,,,1000,,,5.3,考慮しない,
,,,,y,0,-12.3,0,,,,,,-12.3,,<RE>
1SL,5,G,F6,x,0,-27.4,0,,,1000,,,-27.4,考慮しない,
,,,,y,0,-12.1,0,,,,,,-12.1,,<RE>
1SL,6,G,F6,x,0,8.2,0,,,1000,,,8.2,考慮しない,
,,,,y,0,-12.5,0,,,,,,-12.5,,<RE>
1SL,7,G,F6,x,0,23.1,0,,,1000,,,23.1,考慮しない,
,,,,y,0,7.3,0,,,,,,7.3,,<RE>
1SL,8,G,F6,x,0,-4.4,0,,,1000,,,-4.4,考慮しない,
,,,,y,0,1.3,0,,,,,,1.3,,<RE>
1SL,9,G,F3,x,0,5,0,,,1000,,,5,考慮しない,
,,,,y,0,-1.5,0,,,,,,-1.5,,<RE>
1SL,1,H,F3,x,0,-31.9,0,,,1000,,,-31.9,考慮しない,
,,,,y,0,29,0,,,,,,29,,<RE>
1SL,2,H,F4,x,0,0.8,0,,,1000,,,0.8,考慮しない,
,,,,y,0,31.9,0,,,,,,31.9,,<RE>
1SL,3,H,F3,x,0,-1.2,0,,,1000,,,-1.2,考慮しない,
,,,,y,0,15.2,0,,,,,,15.2,,<RE>
1SL,4,H,F3,x,0,1,0,,,1000,,,1,考慮しない,
,,,,y,0,15.1,0,,,,,,15.1,,<RE>
1SL,5,H,F4,x,0,-17.9,0,,,1000,,,-17.9,考慮しない,
,,,,y,0,17.4,0,,,,,,17.4,,<RE>
1SL,6,H,F4,x,0,-3.6,0,,,1000,,,-3.6,考慮しない,
,,,,y,0,18.4,0,,,,,,18.4,,<RE>
1SL,7,H,F3,x,0,24.6,0,,,1000,,,24.6,考慮しない,
,,,,y,0,19.7,0,,,,,,19.7,,<RE>
1SL,8,H,F3,x,0,-6,0,,,1000,,,-6,考慮しない,
,,,,y,0,25,0,,,,,,25,,<RE>
1SL,9,H,F2,x,0,5.7,0,,,1000,,,5.7,考慮しない,
,,,,y,0,18.7,0,,,,,,18.7,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L+Wx,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,16.9,0,,,1000,,,16.9,考慮しない,
,,,,y,0,-29,0,,,,,,-29,,<RE>
1SL,8,A,F3,x,0,11.8,0,,,1000,,,11.8,考慮しない,
,,,,y,0,-44.6,0,,,,,,-44.6,,<RE>
1SL,9,A,F2,x,0,18.3,0,,,1000,,,18.3,考慮しない,
,,,,y,0,-26,0,,,,,,-26,,<RE>
1SL,7,B,F4,x,0,26.9,0,,,1000,,,26.9,考慮しない,
,,,,y,0,8.1,0,,,,,,8.1,,<RE>
1SL,8,B,F6,x,0,9.8,0,,,1000,,,9.8,考慮しない,
,,,,y,0,18.1,0,,,,,,18.1,,<RE>
1SL,9,B,F4,x,0,25.1,0,,,1000,,,25.1,考慮しない,
,,,,y,0,6.8,0,,,,,,6.8,,<RE>
1SL,7,C,F4,x,0,30.8,0,,,1000,,,30.8,考慮しない,
,,,,y,0,-10.6,0,,,,,,-10.6,,<RE>
1SL,8,C,F6,x,0,7.7,0,,,1000,,,7.7,考慮しない,
,,,,y,0,-29.3,0,,,,,,-29.3,,<RE>
1SL,9,C,F4,x,0,25.5,0,,,1000,,,25.5,考慮しない,
,,,,y,0,-10.5,0,,,,,,-10.5,,<RE>
1SL,7,D,F4,x,0,34.8,0,,,1000,,,34.8,考慮しない,
,,,,y,0,3,0,,,,,,3,,<RE>
1SL,8,D,F6,x,0,5.8,0,,,1000,,,5.8,考慮しない,
,,,,y,0,19,0,,,,,,19,,<RE>
1SL,9,D,F4,x,0,26.7,0,,,1000,,,26.7,考慮しない,
,,,,y,0,1.4,0,,,,,,1.4,,<RE>
1SL,7,E,F4,x,0,22.6,0,,,1000,,,22.6,考慮しない,
,,,,y,0,-15.9,0,,,,,,-15.9,,<RE>
1SL,8,E,F6,x,0,5.3,0,,,1000,,,5.3,考慮しない,
,,,,y,0,-5.5,0,,,,,,-5.5,,<RE>
1SL,9,E,F4,x,0,24.4,0,,,1000,,,24.4,考慮しない,
,,,,y,0,4.8,0,,,,,,4.8,,<RE>
1SL,1,F,F3,x,0,-11.4,0,,,1000,,,-11.4,考慮しない,
,,,,y,0,-24.7,0,,,,,,-24.7,,<RE>
1SL,2,F,F4,x,0,7,0,,,1000,,,7,考慮しない,
,,,,y,0,-24.6,0,,,,,,-24.6,,<RE>
1SL,3,F,F3,x,0,5.1,0,,,1000,,,5.1,考慮しない,
,,,,y,0,-9.2,0,,,,,,-9.2,,<RE>
1SL,4,F,F3,x,0,7.2,0,,,1000,,,7.2,考慮しない,
,,,,y,0,-8.4,0,,,,,,-8.4,,<RE>
1SL,5,F,F4,x,0,-12.4,0,,,1000,,,-12.4,考慮しない,
,,,,y,0,-7.1,0,,,,,,-7.1,,<RE>
1SL,6,F,F6,x,0,38.1,0,,,1000,,,38.1,考慮しない,
,,,,y,0,-5.4,0,,,,,,-5.4,,<RE>
1SL,1,G,F4,x,0,-5.3,0,,,1000,,,-5.3,考慮しない,
,,,,y,0,-17.1,0,,,,,,-17.1,,<RE>
1SL,2,G,F6,x,0,10.9,0,,,1000,,,10.9,考慮しない,
,,,,y,0,-18.6,0,,,,,,-18.6,,<RE>
1SL,3,G,F4,x,0,2.2,0,,,1000,,,2.2,考慮しない,
,,,,y,0,-13.2,0,,,,,,-13.2,,<RE>
1SL,4,G,F4,x,0,11.4,0,,,1000,,,11.4,考慮しない,
,,,,y,0,-12.1,0,,,,,,-12.1,,<RE>
1SL,5,G,F6,x,0,-19.2,0,,,1000,,,-19.2,考慮しない,
,,,,y,0,-11.3,0,,,,,,-11.3,,<RE>
1SL,6,G,F6,x,0,15.7,0,,,1000,,,15.7,考慮しない,
,,,,y,0,-10.5,0,,,,,,-10.5,,<RE>
1SL,7,G,F6,x,0,27.9,0,,,1000,,,27.9,考慮しない,
,,,,y,0,5.8,0,,,,,,5.8,,<RE>
1SL,8,G,F6,x,0,2,0,,,1000,,,2,考慮しない,
,,,,y,0,1.5,0,,,,,,1.5,,<RE>
1SL,9,G,F3,x,0,21.9,0,,,1000,,,21.9,考慮しない,
,,,,y,0,0.8,0,,,,,,0.8,,<RE>
1SL,1,H,F3,x,0,-15.3,0,,,1000,,,-15.3,考慮しない,
,,,,y,0,34.2,0,,,,,,34.2,,<RE>
1SL,2,H,F4,x,0,5.7,0,,,1000,,,5.7,考慮しない,
,,,,y,0,42.8,0,,,,,,42.8,,<RE>
1SL,3,H,F3,x,0,3.4,0,,,1000,,,3.4,考慮しない,
,,,,y,0,23.4,0,,,,,,23.4,,<RE>
1SL,4,H,F3,x,0,5.4,0,,,1000,,,5.4,考慮しない,
,,,,y,0,23.5,0,,,,,,23.5,,<RE>
1SL,5,H,F4,x,0,-11.5,0,,,1000,,,-11.5,考慮しない,
,,,,y,0,28.1,0,,,,,,28.1,,<RE>
1SL,6,H,F4,x,0,2.1,0,,,1000,,,2.1,考慮しない,
,,,,y,0,31.6,0,,,,,,31.6,,<RE>
1SL,7,H,F3,x,0,28,0,,,1000,,,28,考慮しない,
,,,,y,0,31.1,0,,,,,,31.1,,<RE>
1SL,8,H,F3,x,0,-0.5,0,,,1000,,,-0.5,考慮しない,
,,,,y,0,33.1,0,,,,,,33.1,,<RE>
1SL,9,H,F2,x,0,15.7,0,,,1000,,,15.7,考慮しない,
,,,,y,0,23.6,0,,,,,,23.6,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L-Wx,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,-11,0,,,1000,,,-11,考慮しない,
,,,,y,0,-30.5,0,,,,,,-30.5,,<RE>
1SL,8,A,F3,x,0,-8.8,0,,,1000,,,-8.8,考慮しない,
,,,,y,0,-49.5,0,,,,,,-49.5,,<RE>
1SL,9,A,F2,x,0,-12.5,0,,,1000,,,-12.5,考慮しない,
,,,,y,0,-30.9,0,,,,,,-30.9,,<RE>
1SL,7,B,F4,x,0,-13.3,0,,,1000,,,-13.3,考慮しない,
,,,,y,0,5.2,0,,,,,,5.2,,<RE>
1SL,8,B,F6,x,0,-8.9,0,,,1000,,,-8.9,考慮しない,
,,,,y,0,13.7,0,,,,,,13.7,,<RE>
1SL,9,B,F4,x,0,-19.6,0,,,1000,,,-19.6,考慮しない,
,,,,y,0,3.1,0,,,,,,3.1,,<RE>
1SL,7,C,F4,x,0,-11.7,0,,,1000,,,-11.7,考慮しない,
,,,,y,0,-12.8,0,,,,,,-12.8,,<RE>
1SL,8,C,F6,x,0,-9.5,0,,,1000,,,-9.5,考慮しない,
,,,,y,0,-32,0,,,,,,-32,,<RE>
1SL,9,C,F4,x,0,-21.6,0,,,1000,,,-21.6,考慮しない,
,,,,y,0,-13.4,0,,,,,,-13.4,,<RE>
1SL,7,D,F4,x,0,-11.1,0,,,1000,,,-11.1,考慮しない,
,,,,y,0,1.5,0,,,,,,1.5,,<RE>
1SL,8,D,F6,x,0,-9.7,0,,,1000,,,-9.7,考慮しない,
,,,,y,0,15.3,0,,,,,,15.3,,<RE>
1SL,9,D,F4,x,0,-24.5,0,,,1000,,,-24.5,考慮しない,
,,,,y,0,-2,0,,,,,,-2,,<RE>
1SL,7,E,F4,x,0,-11.9,0,,,1000,,,-11.9,考慮しない,
,,,,y,0,-18.6,0,,,,,,-18.6,,<RE>
1SL,8,E,F6,x,0,-8.1,0,,,1000,,,-8.1,考慮しない,
,,,,y,0,-8,0,,,,,,-8,,<RE>
1SL,9,E,F4,x,0,-23.4,0,,,1000,,,-23.4,考慮しない,
,,,,y,0,1.4,0,,,,,,1.4,,<RE>
1SL,1,F,F3,x,0,-32.7,0,,,1000,,,-32.7,考慮しない,
,,,,y,0,-14.8,0,,,,,,-14.8,,<RE>
1SL,2,F,F4,x,0,-4,0,,,1000,,,-4,考慮しない,
,,,,y,0,-16.5,0,,,,,,-16.5,,<RE>
1SL,3,F,F3,x,0,-5.2,0,,,1000,,,-5.2,考慮しない,
,,,,y,0,-6.4,0,,,,,,-6.4,,<RE>
1SL,4,F,F3,x,0,-3.1,0,,,1000,,,-3.1,考慮しない,
,,,,y,0,-6.4,0,,,,,,-6.4,,<RE>
1SL,5,F,F4,x,0,-24.9,0,,,1000,,,-24.9,考慮しない,
,,,,y,0,-5.9,0,,,,,,-5.9,,<RE>
1SL,6,F,F6,x,0,27.7,0,,,1000,,,27.7,考慮しない,
,,,,y,0,-5.5,0,,,,,,-5.5,,<RE>
1SL,1,G,F4,x,0,-44.4,0,,,1000,,,-44.4,考慮しない,
,,,,y,0,-9.9,0,,,,,,-9.9,,<RE>
1SL,2,G,F6,x,0,0.3,0,,,1000,,,0.3,考慮しない,
,,,,y,0,-13.6,0,,,,,,-13.6,,<RE>
1SL,3,G,F4,x,0,-9.6,0,,,1000,,,-9.6,考慮しない,
,,,,y,0,-9.1,0,,,,,,-9.1,,<RE>
1SL,4,G,F4,x,0,-0.2,0,,,1000,,,-0.2,考慮しない,
,,,,y,0,-9.3,0,,,,,,-9.3,,<RE>
1SL,5,G,F6,x,0,-32,0,,,1000,,,-32,考慮しない,
,,,,y,0,-9.7,0,,,,,,-9.7,,<RE>
1SL,6,G,F6,x,0,2.4,0,,,1000,,,2.4,考慮しない,
,,,,y,0,-10.7,0,,,,,,-10.7,,<RE>
1SL,7,G,F6,x,0,14.8,0,,,1000,,,14.8,考慮しない,
,,,,y,0,5.9,0,,,,,,5.9,,<RE>
1SL,8,G,F6,x,0,-9.2,0,,,1000,,,-9.2,考慮しない,
,,,,y,0,0.3,0,,,,,,0.3,,<RE>
1SL,9,G,F3,x,0,-21.5,0,,,1000,,,-21.5,考慮しない,
,,,,y,0,-2.8,0,,,,,,-2.8,,<RE>
1SL,1,H,F3,x,0,-39.7,0,,,1000,,,-39.7,考慮しない,
,,,,y,0,36.9,0,,,,,,36.9,,<RE>
1SL,2,H,F4,x,0,-3,0,,,1000,,,-3,考慮しない,
,,,,y,0,44,0,,,,,,44,,<RE>
1SL,3,H,F3,x,0,-5,0,,,1000,,,-5,考慮しない,
,,,,y,0,26.1,0,,,,,,26.1,,<RE>
1SL,4,H,F3,x,0,-3,0,,,1000,,,-3,考慮しない,
,,,,y,0,25.3,0,,,,,,25.3,,<RE>
1SL,5,H,F4,x,0,-21.2,0,,,1000,,,-21.2,考慮しない,
,,,,y,0,29.2,0,,,,,,29.2,,<RE>
1SL,6,H,F4,x,0,-7.9,0,,,1000,,,-7.9,考慮しない,
,,,,y,0,31.5,0,,,,,,31.5,,<RE>
1SL,7,H,F3,x,0,18.2,0,,,1000,,,18.2,考慮しない,
,,,,y,0,29.5,0,,,,,,29.5,,<RE>
1SL,8,H,F3,x,0,-9.7,0,,,1000,,,-9.7,考慮しない,
,,,,y,0,33.5,0,,,,,,33.5,,<RE>
1SL,9,H,F2,x,0,-8.9,0,,,1000,,,-8.9,考慮しない,
,,,,y,0,23.3,0,,,,,,23.3,,<RE>
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
name=基礎設計用曲げ応力表,case=L+Wy,,,,,,,,,,,,,,
層,X軸,Y軸,符号,方向,支点M,支点Q,偏心M,杭頭M,杭頭Q,h1,h2,M1,M2,曲げの考慮,
,,,,,kNm,kN,kNm,kNm,kN,mm,mm,kNm,kNm,,
<data>,,,,,,,,,,,,,,,
1SL,7,A,F3,x,0,-11.2,0,,,1000,,,-11.2,考慮しない,
,,,,y,0,-12.9,0,,,,,,-12.9,,<RE>
1SL,8,A,F3,x,0,-3.7,0,,,1000,,,-3.7,考慮しない,
,,,,y,0,-17,0,,,,,,-17,,<RE>
1SL,9,A,F2,x,0,11.7,0,,,1000,,,11.7,考慮しない,
,,,,y,0,-11.7,0,,,,,,-11.7,,<RE>
1SL,7,B,F4,x,0,-13.2,0,,,1000,,,-13.2,考慮しない,
,,,,y,0,12.1,0,,,,,,12.1,,<RE>
1SL,8,B,F6,x,0,-3.7,0,,,1000,,,-3.7,考慮しない,
,,,,y,0,21.6,0,,,,,,21.6,,<RE>
1SL,9,B,F4,x,0,19.7,0,,,1000,,,19.7,考慮しない,
,,,,y,0,9.9,0,,,,,,9.9,,<RE>
1SL,7,C,F4,x,0,-7.6,0,,,1000,,,-7.6,考慮しない,
,,,,y,0,-6,0,,,,,,-6,,<RE>
1SL,8,C,F6,x,0,-4,0,,,1000,,,-4,考慮しない,
,,,,y,0,-24.4,0,,,,,,-24.4,,<RE>
1SL,9,C,F4,x,0,17.4,0,,,1000,,,17.4,考慮しない,
,,,,y,0,-7.5,0,,,,,,-7.5,,<RE>
1SL,7,D,F4,x,0,-6.8,0,,,1000,,,-6.8,考慮しない,
,,,,y,0,7.6,0,,,,,,7.6,,<RE>
1SL,8,D,F6,x,0,-3.8,0,,,1000,,,-3.8,考慮しない,
,,,,y,0,23.1,0,,,,,,23.1,,<RE>
1SL,9,D,F4,x,0,20.2,0,,,1000,,,20.2,考慮しない,
,,,,y,0,4.4,0,,,,,,4.4,,<RE>
1SL,7,E,F4,x,0,-7.3,0,,,1000,,,-7.3,考慮しない,
,,,,y,0,-5.8,0,,,,,,-5.8,,<RE>
1SL,8,E,F6,x,0,-1.7,0,,,1000,,,-1.7,考慮しない,
,,,,y,0,1.7,0,,,,,,1.7,,<RE>
1SL,9,E,F4,x,0,19.4,0,,,1000,,,19.4,考慮しない,
,,,,y,0,7.8,0,,,,,,7.8,,<RE>
1SL,1,F,F3,x,0,-28.1,0,,,1000,,,-28.1,考慮しない,
,,,,y,0,11.2,0,,,,,,11.2,,<RE>
1SL,2,F,F4,x,0,3.1,0,,,1000,,,3.1,考慮しない,
,,,,y,0,20.1,0,,,,,,20.1,,<RE>
1SL,3,F,F3,x,0,0.3,0,,,1000,,,0.3,考慮しない,
,,,,y,0,26,0,,,,,,26,,<RE>
1SL,4,F,F3,x,0,1.6,0,,,1000,,,1.6,考慮しない,
,,,,y,0,25.1,0,,,,,,25.1,,<RE>
1SL,5,F,F4,x,0,-15.8,0,,,1000,,,-15.8,考慮しない,
,,,,y,0,30.4,0,,,,,,30.4,,<RE>
1SL,6,F,F6,x,0,28.3,0,,,1000,,,28.3,考慮しない,
,,,,y,0,35.6,0,,,,,,35.6,,<RE>
1SL,1,G,F4,x,0,-39.3,0,,,1000,,,-39.3,考慮しない,
,,,,y,0,1.3,0,,,,,,1.3,,<RE>
1SL,2,G,F6,x,0,7.5,0,,,1000,,,7.5,考慮しない,
,,,,y,0,-2.9,0,,,,,,-2.9,,<RE>
1SL,3,G,F4,x,0,-2.4,0,,,1000,,,-2.4,考慮しない,
,,,,y,0,0.4,0,,,,,,0.4,,<RE>
1SL,4,G,F4,x,0,5.9,0,,,1000,,,5.9,考慮しない,
,,,,y,0,-0.1,0,,,,,,-0.1,,<RE>
1SL,5,G,F6,x,0,-23.1,0,,,1000,,,-23.1,考慮しない,
,,,,y,0,-0.5,0,,,,,,-0.5,,<RE>
1SL,6,G,F6,x,0,9.8,0,,,1000,,,9.8,考慮しない,
,,,,y,0,-1.2,0,,,,,,-1.2,,<RE>
1SL,7,G,F6,x,0,21.4,0,,,1000,,,21.4,考慮しない,
,,,,y,0,11.5,0,,,,,,11.5,,<RE>
1SL,8,G,F6,x,0,-2.9,0,,,1000,,,-2.9,考慮しない,
